facility_id,timestamp,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,solar_generation_kwh,power_factor,temperature,humidity
FAC-001,2026-07-05 16:00:00,256.88,550.5,137.31,56.17,57.77,0.97,25.0,42.1
FAC-001,2026-07-05 17:00:00,238.8,487.2,104.37,55.5,28.83,0.96,22.9,52.7
FAC-001,2026-07-05 18:00:00,233.55,529.6,100.54,46.07,0.0,0.93,21.3,56.1
FAC-001,2026-07-05 19:00:00,217.62,586.5,118.81,45.78,0.0,0.95,19.2,52.2
FAC-001,2026-07-05 20:00:00,141.41,288.9,72.44,32.42,0.0,0.93,19.5,59.2
FAC-001,2026-07-05 21:00:00,154.39,326.7,80.49,31.01,0.0,0.97,16.4,44.0
FAC-001,2026-07-05 22:00:00,144.01,315.4,70.03,30.54,0.0,0.95,15.5,54.2
FAC-001,2026-07-05 23:00:00,151.42,380.6,81.85,29.5,0.0,0.95,15.4,51.9
FAC-001,2026-07-06 00:00:00,170.24,437.8,76.23,38.41,0.0,0.94,15.7,52.8
FAC-001,2026-07-06 01:00:00,186.99,389.3,87.39,38.47,0.0,0.93,15.5,55.9
FAC-001,2026-07-06 02:00:00,250.26,585.1,118.59,47.23,0.0,0.95,16.9,49.9
FAC-001,2026-07-06 03:00:00,253.73,574.6,164.92,57.71,0.0,0.97,17.8,59.4
FAC-001,2026-07-06 04:00:00,162.4,345.4,86.09,38.41,0.0,0.84,19.8,47.9
FAC-001,2026-07-06 05:00:00,172.39,431.9,74.16,34.65,0.0,0.99,19.0,57.5
FAC-001,2026-07-06 06:00:00,183.9,415.3,90.03,38.23,0.0,0.92,21.2,47.1
FAC-001,2026-07-06 07:00:00,175.26,456.6,76.68,43.3,0.0,0.99,24.9,36.9
FAC-001,2026-07-06 08:00:00,397.72,1035.1,181.14,75.51,30.75,0.96,25.9,50.9
FAC-001,2026-07-06 09:00:00,455.39,1024.2,211.2,92.97,62.58,0.95,26.9,36.6
FAC-001,2026-07-06 10:00:00,431.06,1176.7,220.71,91.1,74.22,0.96,27.2,52.0
FAC-001,2026-07-06 11:00:00,470.94,1107.5,251.91,99.92,97.73,0.92,27.6,40.2
FAC-001,2026-07-06 12:00:00,531.0,1175.8,296.06,125.06,113.16,0.99,29.4,59.9
FAC-001,2026-07-06 13:00:00,550.36,1357.9,277.4,109.06,103.92,0.93,29.2,39.8
FAC-001,2026-07-06 14:00:00,544.37,1493.6,300.86,134.57,97.22,0.97,27.1,53.0
FAC-001,2026-07-06 15:00:00,514.65,1335.8,265.9,98.5,81.51,0.82,25.8,58.2
FAC-001,2026-07-06 16:00:00,499.05,1280.0,229.0,101.07,61.74,0.93,23.6,47.0
FAC-001,2026-07-06 17:00:00,439.34,1210.4,205.42,91.32,32.62,0.92,23.2,44.8
FAC-001,2026-07-06 18:00:00,472.71,1232.4,261.7,104.18,0.0,0.94,21.6,51.4
FAC-001,2026-07-06 19:00:00,395.47,950.8,217.26,74.0,0.0,0.82,19.5,56.7
FAC-001,2026-07-06 20:00:00,188.68,463.7,95.4,39.73,0.0,0.96,18.3,43.8
FAC-001,2026-07-06 21:00:00,188.57,490.6,102.97,39.48,0.0,0.95,16.9,49.8
FAC-001,2026-07-06 22:00:00,171.26,358.1,92.68,33.31,0.0,0.92,16.8,45.2
FAC-001,2026-07-06 23:00:00,185.46,481.3,87.76,42.39,0.0,0.97,17.3,48.5
FAC-001,2026-07-07 00:00:00,173.89,450.6,75.62,32.86,0.0,0.92,16.1,36.4
FAC-001,2026-07-07 01:00:00,168.29,371.2,79.02,33.87,0.0,0.92,17.6,40.6
FAC-001,2026-07-07 02:00:00,182.81,412.8,98.77,38.31,0.0,0.94,17.8,39.5
FAC-001,2026-07-07 03:00:00,187.32,483.9,100.19,46.63,0.0,0.95,18.2,37.0
FAC-001,2026-07-07 04:00:00,181.89,447.5,82.17,42.68,0.0,0.99,18.3,50.0
FAC-001,2026-07-07 05:00:00,182.04,438.7,96.24,34.07,0.0,0.96,21.7,55.7
FAC-001,2026-07-07 06:00:00,182.04,462.4,89.2,44.5,0.0,0.97,21.3,55.2
FAC-001,2026-07-07 07:00:00,171.64,436.8,81.29,42.65,0.0,0.97,24.9,47.4
FAC-001,2026-07-07 08:00:00,393.57,810.0,209.46,91.08,29.25,0.86,26.4,45.9
FAC-001,2026-07-07 09:00:00,457.57,950.5,245.36,99.86,63.18,0.96,27.3,39.5
FAC-001,2026-07-07 10:00:00,471.85,1016.0,227.22,89.28,86.6,0.94,28.3,51.8
FAC-001,2026-07-07 11:00:00,469.05,1262.9,239.79,103.2,103.57,0.92,26.5,48.7
FAC-001,2026-07-07 12:00:00,487.76,1252.3,232.12,109.01,101.64,0.95,28.9,42.1
FAC-001,2026-07-07 13:00:00,526.19,1431.2,249.0,96.8,102.52,0.96,28.2,40.0
FAC-001,2026-07-07 14:00:00,531.54,1249.7,235.57,106.02,92.23,0.99,27.3,39.5
FAC-001,2026-07-07 15:00:00,472.18,1107.0,227.81,109.38,83.87,0.94,25.5,40.1
FAC-001,2026-07-07 16:00:00,470.46,1164.2,219.88,106.31,63.2,0.93,26.4,42.4
FAC-001,2026-07-07 17:00:00,475.32,974.8,242.92,107.13,28.51,0.99,24.1,52.7
FAC-001,2026-07-07 18:00:00,429.78,1169.7,199.95,95.34,0.0,0.93,23.3,53.4
FAC-001,2026-07-07 19:00:00,396.21,1002.3,200.64,90.76,0.0,0.85,19.7,46.3
FAC-001,2026-07-07 20:00:00,173.16,437.1,93.36,33.45,0.0,0.99,17.5,45.8
FAC-001,2026-07-07 21:00:00,182.99,407.4,100.44,38.5,0.0,0.95,16.3,49.7
FAC-001,2026-07-07 22:00:00,179.88,378.8,83.01,41.37,0.0,0.93,17.5,35.3
FAC-001,2026-07-07 23:00:00,167.96,350.2,78.14,33.14,0.0,0.95,16.5,51.8
FAC-001,2026-07-08 00:00:00,188.71,496.8,101.72,44.6,0.0,0.99,15.1,50.4
FAC-001,2026-07-08 01:00:00,182.7,421.5,90.95,33.76,0.0,0.98,16.3,41.7
FAC-001,2026-07-08 02:00:00,187.13,443.0,96.68,44.0,0.0,0.96,17.4,45.7
FAC-001,2026-07-08 03:00:00,180.2,474.6,99.42,33.24,0.0,0.94,16.3,42.5
FAC-001,2026-07-08 04:00:00,163.5,345.9,80.74,40.04,0.0,0.97,19.5,41.5
FAC-001,2026-07-08 05:00:00,166.44,419.1,73.09,32.12,0.0,0.98,21.0,37.8
FAC-001,2026-07-08 06:00:00,170.64,413.9,78.92,36.87,0.0,0.94,23.0,54.7
FAC-001,2026-07-08 07:00:00,187.65,451.1,103.93,38.07,0.0,0.99,22.4,44.8
FAC-001,2026-07-08 08:00:00,416.21,1100.2,189.46,99.94,31.09,0.98,24.8,50.3
FAC-001,2026-07-08 09:00:00,455.36,967.5,206.42,104.08,54.25,0.86,26.9,47.9
FAC-001,2026-07-08 10:00:00,436.72,966.9,188.88,83.68,87.03,0.94,26.4,48.0
FAC-001,2026-07-08 11:00:00,468.65,1030.1,205.04,97.19,91.37,0.99,28.0,45.4
FAC-001,2026-07-08 12:00:00,506.62,1215.9,263.71,116.09,98.04,0.95,28.4,48.3
FAC-001,2026-07-08 13:00:00,519.66,1319.0,231.37,105.81,97.4,0.93,29.0,40.1
FAC-001,2026-07-08 14:00:00,504.42,1201.3,218.09,118.79,88.0,0.96,27.8,41.3
FAC-001,2026-07-08 15:00:00,755.91,1806.1,491.34,179.53,86.22,0.94,26.1,39.6
FAC-001,2026-07-08 16:00:00,518.46,1357.6,254.37,96.07,56.17,0.98,23.7,56.9
FAC-001,2026-07-08 17:00:00,471.03,986.0,261.82,86.98,30.91,0.95,23.4,59.9
FAC-001,2026-07-08 18:00:00,430.37,899.2,197.37,88.03,0.0,0.95,22.7,51.4
FAC-001,2026-07-08 19:00:00,383.28,915.5,175.66,86.74,0.0,0.92,21.3,48.7
FAC-001,2026-07-08 20:00:00,183.51,473.7,92.83,43.08,0.0,0.98,17.9,51.8
FAC-001,2026-07-08 21:00:00,182.82,490.2,82.65,35.4,0.0,0.97,18.5,49.9
FAC-001,2026-07-08 22:00:00,186.96,402.5,94.46,41.93,0.0,0.95,16.1,40.1
FAC-001,2026-07-08 23:00:00,168.72,454.5,77.26,35.39,0.0,0.96,14.9,52.4
FAC-001,2026-07-09 00:00:00,185.06,413.8,95.44,43.63,0.0,0.97,17.3,50.9
FAC-001,2026-07-09 01:00:00,169.51,372.5,77.1,38.75,0.0,0.96,16.7,55.4
FAC-001,2026-07-09 02:00:00,183.35,466.3,83.31,34.14,0.0,0.95,15.4,41.5
FAC-001,2026-07-09 03:00:00,186.68,386.1,86.18,40.89,0.0,0.97,19.0,57.2
FAC-001,2026-07-09 04:00:00,187.29,496.0,104.79,44.53,0.0,0.94,17.7,37.4
FAC-001,2026-07-09 05:00:00,171.12,454.8,90.23,40.46,0.0,0.99,19.1,45.3
FAC-001,2026-07-09 06:00:00,162.55,397.9,77.51,38.18,0.0,0.94,21.2,35.4
FAC-001,2026-07-09 07:00:00,179.48,446.2,94.96,32.8,0.0,0.96,24.6,49.7
FAC-001,2026-07-09 08:00:00,448.66,1041.0,237.06,94.65,31.29,0.94,26.3,58.2
FAC-001,2026-07-09 09:00:00,445.01,1115.9,203.6,111.12,63.35,0.98,26.5,36.3
FAC-001,2026-07-09 10:00:00,480.99,1039.2,249.19,99.14,87.89,0.96,27.8,51.2
FAC-001,2026-07-09 11:00:00,461.68,1176.2,236.69,102.47,90.25,0.95,28.8,39.2
FAC-001,2026-07-09 12:00:00,762.41,2082.8,495.57,181.97,112.03,0.96,27.7,38.8
FAC-001,2026-07-09 13:00:00,492.79,1131.2,270.92,108.82,107.38,0.85,26.5,50.2
FAC-001,2026-07-09 14:00:00,542.33,1452.4,279.67,105.64,104.18,0.93,26.6,55.1
FAC-001,2026-07-09 15:00:00,465.48,1105.4,254.46,104.07,88.43,0.98,25.7,36.7
FAC-001,2026-07-09 16:00:00,513.33,1189.7,277.62,126.1,52.5,0.92,24.2,46.7
FAC-001,2026-07-09 17:00:00,438.03,1133.0,197.89,83.36,32.96,0.99,22.9,55.0
FAC-001,2026-07-09 18:00:00,428.83,984.5,197.36,81.08,0.0,0.97,21.1,55.2
FAC-001,2026-07-09 19:00:00,405.53,851.4,219.96,77.39,0.0,0.95,20.6,55.1
FAC-001,2026-07-09 20:00:00,178.27,443.8,88.37,33.89,0.0,0.94,17.7,46.5
FAC-001,2026-07-09 21:00:00,185.08,438.7,80.96,38.74,0.0,0.97,18.3,54.4
FAC-001,2026-07-09 22:00:00,170.76,470.0,85.37,40.78,0.0,0.98,15.9,47.2
FAC-001,2026-07-09 23:00:00,175.79,404.4,86.63,41.96,0.0,0.98,15.7,46.3
FAC-001,2026-07-10 00:00:00,165.47,358.5,75.38,40.81,0.0,0.96,16.0,51.1
FAC-001,2026-07-10 01:00:00,177.48,380.1,84.9,40.17,0.0,0.96,15.5,40.5
FAC-001,2026-07-10 02:00:00,185.17,507.1,86.5,45.35,0.0,0.96,16.4,54.9
FAC-001,2026-07-10 03:00:00,164.37,429.5,82.58,39.31,0.0,0.93,16.9,40.5
FAC-001,2026-07-10 04:00:00,168.95,450.6,78.43,30.42,0.0,0.98,19.8,38.8
FAC-001,2026-07-10 05:00:00,171.81,464.4,75.97,36.77,0.0,0.92,19.6,41.0
FAC-001,2026-07-10 06:00:00,175.1,376.7,85.91,40.84,0.0,0.95,22.3,60.0
FAC-001,2026-07-10 07:00:00,173.12,378.6,93.07,33.23,0.0,0.94,23.9,57.8
FAC-001,2026-07-10 08:00:00,416.08,980.1,181.63,75.91,30.3,0.98,23.6,46.2
FAC-001,2026-07-10 09:00:00,411.12,921.9,215.51,77.21,58.84,0.93,27.1,44.8
FAC-001,2026-07-10 10:00:00,439.86,1076.5,233.33,86.47,83.41,0.99,25.9,35.5
FAC-001,2026-07-10 11:00:00,490.49,1011.2,260.34,96.34,93.63,0.99,29.1,41.6
FAC-001,2026-07-10 12:00:00,517.7,1385.9,243.98,123.92,115.23,0.97,27.3,59.1
FAC-001,2026-07-10 13:00:00,766.6,1751.5,498.29,191.12,101.15,0.93,27.1,43.6
FAC-001,2026-07-10 14:00:00,546.63,1139.5,248.25,112.65,105.52,0.93,27.5,38.8
FAC-001,2026-07-10 15:00:00,499.03,1255.8,247.12,98.44,79.92,0.97,26.5,57.6
FAC-001,2026-07-10 16:00:00,508.64,1280.6,222.39,91.8,54.04,0.95,26.2,57.4
FAC-001,2026-07-10 17:00:00,453.97,986.4,235.99,90.35,28.02,0.94,24.5,38.0
FAC-001,2026-07-10 18:00:00,445.28,1099.5,208.14,95.51,0.0,0.95,20.8,48.7
FAC-001,2026-07-10 19:00:00,405.61,1099.5,213.06,91.71,0.0,0.98,20.9,57.5
FAC-001,2026-07-10 20:00:00,171.12,447.8,73.82,40.7,0.0,0.93,18.9,38.0
FAC-001,2026-07-10 21:00:00,167.97,432.0,73.7,37.23,0.0,0.92,17.9,37.6
FAC-001,2026-07-10 22:00:00,177.91,467.8,83.36,43.71,0.0,0.99,18.2,45.8
FAC-001,2026-07-10 23:00:00,163.34,387.1,71.36,37.31,0.0,0.94,15.5,49.4
FAC-001,2026-07-11 00:00:00,151.45,347.2,81.28,32.32,0.0,0.95,15.5,40.2
FAC-001,2026-07-11 01:00:00,143.23,315.0,70.57,34.21,0.0,0.95,17.2,44.6
FAC-001,2026-07-11 02:00:00,139.47,378.3,76.88,26.26,0.0,0.97,15.4,46.9
FAC-001,2026-07-11 03:00:00,136.19,333.0,70.18,33.77,0.0,0.97,17.5,37.9
FAC-001,2026-07-11 04:00:00,154.1,353.7,79.52,28.57,0.0,0.96,20.0,55.4
FAC-001,2026-07-11 05:00:00,141.08,323.9,65.35,26.44,0.0,0.95,20.9,36.8
FAC-001,2026-07-11 06:00:00,136.67,282.9,61.55,32.52,0.0,0.95,23.1,48.9
FAC-001,2026-07-11 07:00:00,144.06,385.8,75.64,35.59,0.0,0.99,24.0,50.7
FAC-001,2026-07-11 08:00:00,216.4,555.4,108.0,49.21,29.52,0.98,26.0,48.5
FAC-001,2026-07-11 09:00:00,219.09,580.1,105.0,53.47,54.51,0.95,25.7,49.3
FAC-001,2026-07-11 10:00:00,216.7,592.7,100.84,39.1,88.51,0.95,26.7,51.8
FAC-001,2026-07-11 11:00:00,261.74,720.6,126.17,61.46,92.02,0.92,28.3,52.2
FAC-001,2026-07-11 12:00:00,269.32,609.0,122.15,60.22,99.17,0.96,27.0,39.3
FAC-001,2026-07-11 13:00:00,266.03,561.9,145.45,49.45,102.95,0.92,28.1,39.1
FAC-001,2026-07-11 14:00:00,236.04,520.9,127.12,58.59,89.36,0.98,27.0,36.3
FAC-001,2026-07-11 15:00:00,254.64,521.5,122.5,46.35,81.82,0.98,24.9,49.7
FAC-001,2026-07-11 16:00:00,262.79,587.5,131.59,52.37,60.06,0.98,25.1,36.3
FAC-001,2026-07-11 17:00:00,246.39,647.6,131.75,48.22,28.25,0.99,23.4,43.4
FAC-001,2026-07-11 18:00:00,206.76,495.1,94.58,48.11,0.0,0.95,21.7,48.2
FAC-001,2026-07-11 19:00:00,210.4,452.5,112.5,49.07,0.0,0.93,20.0,45.2
FAC-001,2026-07-11 20:00:00,133.79,340.1,58.13,27.75,0.0,0.93,18.3,57.2
FAC-001,2026-07-11 21:00:00,139.33,308.4,64.08,29.09,0.0,0.97,18.3,55.6
FAC-001,2026-07-11 22:00:00,136.08,343.4,71.57,27.93,0.0,0.94,18.3,38.9
FAC-001,2026-07-11 23:00:00,155.0,380.7,82.65,35.05,0.0,0.98,16.1,50.5
FAC-001,2026-07-12 00:00:00,142.33,377.5,67.31,31.24,0.0,0.93,16.6,55.6
FAC-001,2026-07-12 01:00:00,150.44,311.2,65.01,35.7,0.0,0.98,15.6,40.3
FAC-001,2026-07-12 02:00:00,138.31,294.7,75.04,25.89,0.0,0.99,17.8,43.1
FAC-001,2026-07-12 03:00:00,146.17,358.7,74.31,33.29,0.0,0.95,18.6,40.7
FAC-001,2026-07-12 04:00:00,137.86,302.9,70.49,32.02,0.0,0.92,19.3,56.2
FAC-001,2026-07-12 05:00:00,149.39,404.7,70.87,31.89,0.0,0.94,19.0,37.0
FAC-001,2026-07-12 06:00:00,133.12,324.1,68.17,27.93,0.0,0.93,22.5,59.1
FAC-001,2026-07-12 07:00:00,152.99,319.7,77.26,33.58,0.0,0.93,23.1,57.9
FAC-001,2026-07-12 08:00:00,196.13,498.6,102.56,39.33,30.14,0.98,25.5,52.0
FAC-001,2026-07-12 09:00:00,214.29,539.3,92.18,42.65,54.11,0.96,24.8,53.2
FAC-001,2026-07-12 10:00:00,240.13,506.2,120.63,48.98,74.23,0.98,27.6,37.6
FAC-001,2026-07-12 11:00:00,253.22,646.4,134.56,47.68,86.6,0.94,26.3,48.5
FAC-001,2026-07-12 12:00:00,270.09,657.7,136.0,58.34,96.12,0.95,27.7,41.0
FAC-001,2026-07-12 13:00:00,247.94,585.1,109.73,47.7,116.12,0.96,29.3,49.6
FAC-001,2026-07-12 14:00:00,248.44,628.8,116.7,51.72,100.3,0.94,27.6,38.2
FAC-001,2026-07-12 15:00:00,259.45,622.7,135.19,60.39,86.72,0.97,25.3,35.6
FAC-001,2026-07-12 16:00:00,242.05,515.7,123.5,57.97,53.85,0.99,24.9,49.6
FAC-001,2026-07-12 17:00:00,218.46,531.3,95.56,40.94,30.52,0.94,24.5,36.0
FAC-001,2026-07-12 18:00:00,228.23,613.1,105.62,46.0,0.0,0.98,22.7,44.1
FAC-001,2026-07-12 19:00:00,206.87,504.9,94.06,47.4,0.0,0.95,19.0,42.9
FAC-001,2026-07-12 20:00:00,150.14,379.3,78.26,30.51,0.0,0.95,18.9,45.3
FAC-001,2026-07-12 21:00:00,138.26,378.5,61.62,30.54,0.0,0.95,17.3,47.6
FAC-001,2026-07-12 22:00:00,147.64,338.9,82.64,31.24,0.0,0.95,18.0,45.4
FAC-001,2026-07-12 23:00:00,147.68,307.8,71.99,33.28,0.0,0.98,16.7,58.9
FAC-001,2026-07-13 00:00:00,175.36,408.4,89.12,38.71,0.0,0.94,15.7,39.1
FAC-001,2026-07-13 01:00:00,167.8,414.2,73.43,36.69,0.0,0.98,15.7,55.1
FAC-001,2026-07-13 02:00:00,164.15,381.7,82.66,39.98,0.0,0.94,15.8,45.8
FAC-001,2026-07-13 03:00:00,164.19,404.3,90.66,38.23,0.0,0.98,17.7,50.8
FAC-001,2026-07-13 04:00:00,183.98,391.8,85.74,45.23,0.0,0.98,18.0,53.1
FAC-001,2026-07-13 05:00:00,173.34,470.4,86.17,38.25,0.0,0.97,21.4,58.8
FAC-001,2026-07-13 06:00:00,274.9,587.0,178.69,54.88,0.0,0.95,21.6,36.4
FAC-001,2026-07-13 07:00:00,187.33,388.7,89.88,36.56,0.0,0.98,23.8,43.8
FAC-001,2026-07-13 08:00:00,419.64,1036.9,225.5,94.08,31.77,0.95,25.1,50.1
FAC-001,2026-07-13 09:00:00,451.95,1118.6,227.92,87.2,52.19,0.97,25.4,51.7
FAC-001,2026-07-13 10:00:00,463.55,1074.7,209.17,89.42,75.37,0.92,27.2,47.1
FAC-001,2026-07-13 11:00:00,515.06,1077.1,231.21,110.94,87.86,0.96,28.9,48.9
FAC-001,2026-07-13 12:00:00,466.98,1134.6,206.75,85.5,98.34,0.97,29.3,56.1
FAC-001,2026-07-13 13:00:00,476.45,1149.8,215.4,89.99,96.96,0.94,29.3,52.1
FAC-001,2026-07-13 14:00:00,481.8,984.3,231.11,105.43,88.16,0.97,26.9,47.2
FAC-001,2026-07-13 15:00:00,464.99,1268.9,220.22,89.46,73.61,0.96,25.7,44.8
FAC-001,2026-07-13 16:00:00,457.05,1112.4,207.17,107.78,59.67,0.95,23.7,42.0
FAC-001,2026-07-13 17:00:00,489.05,1290.1,273.39,96.27,32.34,0.94,23.3,59.5
FAC-001,2026-07-13 18:00:00,464.25,1140.4,219.8,107.32,0.0,0.98,23.1,36.5
FAC-001,2026-07-13 19:00:00,392.04,913.4,189.77,85.62,0.0,0.96,19.4,51.9
FAC-001,2026-07-13 20:00:00,165.67,442.9,74.66,40.83,0.0,0.98,18.1,43.9
FAC-001,2026-07-13 21:00:00,175.54,433.1,85.03,35.99,0.0,0.96,17.7,48.8
FAC-001,2026-07-13 22:00:00,167.84,385.3,88.37,30.51,0.0,0.97,16.1,52.4
FAC-001,2026-07-13 23:00:00,184.34,440.8,96.88,41.05,0.0,0.93,16.0,50.0
FAC-001,2026-07-14 00:00:00,170.04,381.9,73.26,36.51,0.0,0.86,17.3,39.4
FAC-001,2026-07-14 01:00:00,164.49,383.8,84.11,35.95,0.0,0.96,15.3,35.6
FAC-001,2026-07-14 02:00:00,178.17,467.4,97.24,39.52,0.0,0.95,18.0,49.3
FAC-001,2026-07-14 03:00:00,169.49,383.2,77.26,33.44,0.0,0.96,17.5,50.4
FAC-001,2026-07-14 04:00:00,164.39,360.7,74.36,35.55,0.0,0.94,19.9,35.3
FAC-001,2026-07-14 05:00:00,180.76,371.4,96.49,44.34,0.0,0.93,20.3,49.1
FAC-001,2026-07-14 06:00:00,181.04,463.2,99.78,45.22,0.0,0.94,20.6,40.8
FAC-001,2026-07-14 07:00:00,169.13,405.9,77.58,32.08,0.0,0.97,24.3,54.0
FAC-001,2026-07-14 08:00:00,410.06,1112.4,187.5,101.84,30.9,0.94,25.8,52.3
FAC-001,2026-07-14 09:00:00,435.5,1068.7,194.67,98.87,60.3,0.93,25.7,45.7
FAC-001,2026-07-14 10:00:00,486.26,1061.5,223.77,101.32,76.5,0.97,26.8,53.8
FAC-001,2026-07-14 11:00:00,515.61,1177.8,233.97,127.32,94.27,0.92,26.6,41.2
FAC-001,2026-07-14 12:00:00,528.2,1403.5,287.24,106.26,113.27,0.97,28.6,58.6
FAC-001,2026-07-14 13:00:00,497.26,1057.4,246.18,111.98,105.55,0.94,28.9,38.4
FAC-001,2026-07-14 14:00:00,497.03,1352.4,256.52,115.62,103.14,0.94,26.1,52.6
FAC-001,2026-07-14 15:00:00,517.64,1076.0,239.56,124.81,74.81,0.97,27.3,44.6
FAC-001,2026-07-14 16:00:00,514.85,1239.8,258.12,99.49,60.19,0.96,26.0,55.7
FAC-001,2026-07-14 17:00:00,438.36,1008.8,236.3,99.49,31.22,0.98,22.4,45.2
FAC-001,2026-07-14 18:00:00,410.95,918.4,228.07,93.51,0.0,0.94,21.4,54.4
FAC-001,2026-07-14 19:00:00,391.99,1075.1,169.1,85.49,0.0,0.95,20.0,48.0
FAC-001,2026-07-14 20:00:00,186.7,399.5,92.55,40.24,0.0,0.99,17.7,51.6
FAC-001,2026-07-14 21:00:00,173.61,378.6,84.18,40.79,0.0,0.98,17.5,46.5
FAC-001,2026-07-14 22:00:00,183.1,452.1,90.94,37.07,0.0,0.99,18.1,43.6
FAC-001,2026-07-14 23:00:00,167.67,342.1,81.22,32.76,0.0,0.98,16.9,39.2
FAC-001,2026-07-15 00:00:00,163.82,385.0,85.86,40.14,0.0,0.93,15.5,44.4
FAC-001,2026-07-15 01:00:00,182.16,502.0,80.95,33.24,0.0,0.94,15.3,36.0
FAC-001,2026-07-15 02:00:00,184.52,466.2,87.53,38.95,0.0,0.96,17.9,35.2
FAC-001,2026-07-15 03:00:00,174.89,481.0,97.68,37.4,0.0,0.97,17.9,59.8
FAC-001,2026-07-15 04:00:00,164.66,336.7,85.92,33.62,0.0,0.95,20.0,43.4
FAC-001,2026-07-15 05:00:00,161.94,357.6,76.11,31.88,0.0,0.92,20.6,42.3
FAC-001,2026-07-15 06:00:00,172.53,413.2,93.83,41.99,0.0,0.94,23.4,36.5
FAC-001,2026-07-15 07:00:00,170.31,362.5,80.33,32.61,0.0,0.96,22.3,57.7
FAC-001,2026-07-15 08:00:00,437.38,970.0,219.04,81.11,32.85,0.98,26.1,35.3
FAC-001,2026-07-15 09:00:00,462.15,1238.3,254.89,112.6,61.39,0.93,25.6,44.4
FAC-001,2026-07-15 10:00:00,471.24,1066.6,212.43,107.63,74.78,0.96,27.9,51.1
FAC-001,2026-07-15 11:00:00,492.23,1018.3,217.25,101.6,95.02,0.94,29.2,43.8
FAC-001,2026-07-15 12:00:00,477.48,1236.5,229.66,117.62,97.36,0.93,27.6,54.4
FAC-001,2026-07-15 13:00:00,521.46,1408.3,237.24,99.19,115.03,0.98,28.7,36.7
FAC-001,2026-07-15 14:00:00,495.79,1224.3,254.16,101.6,89.62,0.98,26.1,39.9
FAC-001,2026-07-15 15:00:00,487.21,1121.1,250.21,108.19,83.73,0.98,26.1,55.0
FAC-001,2026-07-15 16:00:00,458.06,942.8,249.59,93.45,59.75,0.97,23.7,50.2
FAC-001,2026-07-15 17:00:00,459.43,966.9,202.37,87.43,28.7,0.85,22.4,42.7
FAC-001,2026-07-15 18:00:00,419.06,1019.8,232.81,81.47,0.0,0.98,22.1,39.9
FAC-001,2026-07-15 19:00:00,443.72,1147.9,209.71,91.43,0.0,0.94,21.2,49.9
FAC-001,2026-07-15 20:00:00,163.32,359.9,75.69,34.71,0.0,0.97,18.8,43.6
FAC-001,2026-07-15 21:00:00,174.45,470.1,86.1,35.7,0.0,0.96,18.7,43.5
FAC-001,2026-07-15 22:00:00,185.81,504.9,88.67,43.77,0.0,0.96,17.7,56.1
FAC-001,2026-07-15 23:00:00,163.36,386.2,78.78,37.11,0.0,0.97,16.6,39.7
FAC-001,2026-07-16 00:00:00,177.29,457.2,80.94,35.53,0.0,0.95,17.4,52.9
FAC-001,2026-07-16 01:00:00,173.95,420.6,85.54,42.24,0.0,0.97,16.0,38.1
FAC-001,2026-07-16 02:00:00,161.95,358.6,70.47,40.23,0.0,0.97,17.0,38.8
FAC-001,2026-07-16 03:00:00,178.82,490.4,93.89,41.82,0.0,0.96,18.2,36.7
FAC-001,2026-07-16 04:00:00,165.28,408.3,78.11,39.19,0.0,0.95,20.1,43.5
FAC-001,2026-07-16 05:00:00,164.4,356.9,87.29,39.35,0.0,0.95,21.1,48.4
FAC-001,2026-07-16 06:00:00,167.45,380.4,76.61,30.63,0.0,0.96,22.5,45.9
FAC-001,2026-07-16 07:00:00,182.17,378.6,100.36,39.52,0.0,0.97,23.0,48.3
FAC-001,2026-07-16 08:00:00,422.69,1157.4,190.89,87.32,30.72,0.97,25.8,49.8
FAC-001,2026-07-16 09:00:00,454.86,1101.0,232.45,101.06,57.4,0.94,25.3,55.1
FAC-001,2026-07-16 10:00:00,436.83,978.2,212.61,98.76,79.36,0.96,28.5,58.1
FAC-001,2026-07-16 11:00:00,475.1,1084.3,249.82,86.74,96.27,0.85,28.5,47.1
FAC-001,2026-07-16 12:00:00,541.37,1292.9,269.25,120.72,99.48,0.95,26.8,55.9
FAC-001,2026-07-16 13:00:00,486.08,1193.5,240.92,113.65,95.6,0.82,28.8,37.9
FAC-001,2026-07-16 14:00:00,505.95,1046.7,273.07,100.36,95.19,0.95,27.4,43.3
FAC-001,2026-07-16 15:00:00,471.65,1290.3,225.3,88.18,84.92,0.99,26.5,52.5
FAC-001,2026-07-16 16:00:00,498.77,1118.7,244.02,106.61,60.65,0.94,23.7,47.1
FAC-001,2026-07-16 17:00:00,476.16,1263.5,238.57,94.03,28.99,0.96,22.4,35.4
FAC-001,2026-07-16 18:00:00,434.33,1177.7,220.82,80.6,0.0,0.96,22.2,54.2
FAC-001,2026-07-16 19:00:00,441.28,1098.3,226.96,107.21,0.0,0.93,19.6,57.7
FAC-001,2026-07-16 20:00:00,180.97,467.7,84.9,34.91,0.0,0.95,19.3,36.0
FAC-001,2026-07-16 21:00:00,175.11,383.6,78.67,43.59,0.0,0.93,18.6,45.6
FAC-001,2026-07-16 22:00:00,162.51,427.1,70.61,34.32,0.0,0.98,16.9,57.8
